"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000166348",123.124216872524,0.0793048947246248,0.161642504451911,0.490619067017848,0.623695898160139,0.722973702188458,"USP54","159195","ubiquitin specific peptidase 54"
"ENSG00000184343",2.04166024071955,-0.604158219739995,1.23346342736094,-0.489806350426316,0.624270936564882,0.723583423527242,"SRPK3","26576","SRSF protein kinase 3"
"ENSG00000205629",414.861264595012,-0.0450536840281156,0.0920762018531464,-0.489308671745304,0.624623182640955,0.723934833989368,"LCMT1","51451","leucine carboxyl methyltransferase 1"
"ENSG00000231274",0.897113054935038,0.932513185252656,1.90676219968327,0.48905583790551,0.624802165764472,0.724085394210119,"SBK3","100130827","SH3 domain binding kinase family member 3"
"ENSG00000118007",1076.32143663141,0.0318602810199271,0.0651697792075045,0.488881217757115,0.624925793704314,0.72417178450467,"STAG1","10274","stromal antigen 1"
"ENSG00000103056",5.18773016635371,-0.382906430646478,0.78376621751108,-0.488546740203261,0.625162627293914,0.724389335042363,"SMPD3","55512","sphingomyelin phosphodiesterase 3"
"ENSG00000114473",67.5209638232948,0.108337177293126,0.222121163054464,0.487739105105268,0.625734649158417,0.724995210749433,"IQCG","84223","IQ motif containing G"
"ENSG00000174276",92.6810165093794,0.0915690951785646,0.187803093124133,0.487580335633981,0.6258471269652,0.725068591381591,"ZNHIT2","741","zinc finger HIT-type containing 2"
"ENSG00000203546",2.09389728190908,-0.634218885595581,1.3033625055723,-0.486602064187124,0.626540360464991,0.72577176153715,NA,NA,NA
"ENSG00000196189",3.09525260826424,-0.497075290333429,1.02178567846595,-0.486477057576017,0.626628967822805,0.72577176153715,"SEMA4A","64218","semaphorin 4A"
"ENSG00000109066",967.678858457163,-0.0344497516912214,0.0708526754490482,-0.486216666807382,0.626813555666731,0.72577176153715,"TMEM104","54868","transmembrane protein 104"
"ENSG00000145700",0.551768441142713,-1.23254978534395,2.53697862630222,-0.48583372857991,0.627085058367386,0.72577176153715,"ANKRD31","256006","ankyrin repeat domain 31"
"ENSG00000046889",0.551768441142713,-1.23254978534395,2.53697862630222,-0.48583372857991,0.627085058367386,0.72577176153715,"PREX2","80243","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"
"ENSG00000175318",0.551768441142713,-1.23254978534395,2.53697862630222,-0.48583372857991,0.627085058367386,0.72577176153715,"GRAMD2A","196996","GRAM domain containing 2A"
"ENSG00000006047",0.551768441142713,-1.23254978534395,2.53697862630222,-0.48583372857991,0.627085058367386,0.72577176153715,"YBX2","51087","Y-box binding protein 2"
"ENSG00000104953",0.551768441142713,-1.23254978534395,2.53697862630222,-0.48583372857991,0.627085058367386,0.72577176153715,"TLE6","79816","transducin like enhancer of split 6"
"ENSG00000163395",0.567721231008027,-1.16183087056004,2.39215886264735,-0.485682990666543,0.627191945207989,0.72577176153715,"IGFN1","91156","immunoglobulin-like and fibronectin type III domain containing 1"
"ENSG00000009790",0.567721231008027,-1.16183087056004,2.39215886264735,-0.485682990666543,0.627191945207989,0.72577176153715,"TRAF3IP3","80342","TRAF3 interacting protein 3"
"ENSG00000174808",0.567721231008027,-1.16183087056004,2.39215886264735,-0.485682990666543,0.627191945207989,0.72577176153715,"BTC","685","betacellulin"
"ENSG00000255587",0.567721231008027,-1.16183087056004,2.39215886264735,-0.485682990666543,0.627191945207989,0.72577176153715,"RAB44","401258","RAB44, member RAS oncogene family"
"ENSG00000179774",0.567721231008027,-1.16183087056004,2.39215886264735,-0.485682990666543,0.627191945207989,0.72577176153715,"ATOH7","220202","atonal bHLH transcription factor 7"
"ENSG00000108018",0.567721231008027,-1.16183087056004,2.39215886264735,-0.485682990666543,0.627191945207989,0.72577176153715,"SORCS1","114815","sortilin related VPS10 domain containing receptor 1"
"ENSG00000154645",0.567721231008027,-1.16183087056004,2.39215886264735,-0.485682990666543,0.627191945207989,0.72577176153715,"CHODL","140578","chondrolectin"
"ENSG00000117407",1.72682327427201,-0.703100950315363,1.44843133925278,-0.48542235400546,0.627376778682272,0.7259287108994,"ARTN","9048","artemin"
"ENSG00000205853",1.00178248690269,0.86686200009383,1.78655141211145,0.485215255613228,0.627523661554259,0.726027350822143,"RFPL3S","10737","RFPL3 antisense"
"ENSG00000136631",526.924311671034,0.0414751456489828,0.0854869637763052,0.48516339587766,0.627560444966436,0.726027350822143,"VPS45","11311","vacuolar protein sorting 45 homolog"
"ENSG00000046651",199.76771979897,0.0644010279991411,0.132793532970699,0.484971116879249,0.627696833947556,0.72611790524847,"OFD1","8481","OFD1, centriole and centriolar satellite protein"
"ENSG00000130201",1.65937821813256,-0.680343811129576,1.40305524771496,-0.484901654612386,0.6277461086434,0.72611790524847,NA,NA,NA
"ENSG00000100578",369.673696118936,-0.0481966843758324,0.0994185853377454,-0.484785457488641,0.627828539521545,0.72611790524847,"KIAA0586","9786","KIAA0586"
"ENSG00000013523",227.864322729557,0.0599490912390937,0.123663606688063,0.484775536187565,0.627835577962229,0.72611790524847,"ANGEL1","23357","angel homolog 1"
"ENSG00000173698",4.70244622773884,0.411742373482717,0.849763912913816,0.484537372351886,0.628004548020336,0.726256396103781,"ADGRG2","10149","adhesion G protein-coupled receptor G2"
"ENSG00000140157",1084.09119605556,-0.0301284690627343,0.0622059286105386,-0.484334367088447,0.628148589526758,0.726324229344777,"NIPA2","81614","NIPA magnesium transporter 2"
"ENSG00000198003",3.04095485158485,-0.507677476497011,1.04823614201874,-0.484315943847634,0.628161662358639,0.726324229344777,"CCDC151","115948","coiled-coil domain containing 151"
"ENSG00000170634",108.091026823387,-0.0832714317320247,0.172096990950962,-0.483863380015472,0.628482830907342,0.726631530157055,"ACYP2","98","acylphosphatase 2"
"ENSG00000160117",6.42531799096479,0.352042764154728,0.727657777401,0.483802654335848,0.628525931128123,0.726631530157055,"ANKLE1","126549","ankyrin repeat and LEM domain containing 1"
"ENSG00000000971",397.24977385702,0.0448982167501054,0.0929076032955448,0.483256645931134,0.62891351898303,0.727022648207758,"CFH","3075","complement factor H"
"ENSG00000095637",8.92476227503881,0.290408691853039,0.601172208393347,0.483070720499815,0.629045522789663,0.727118273522305,"SORBS1","10580","sorbin and SH3 domain containing 1"
"ENSG00000137074",396.491758417556,-0.0463309003356385,0.0961389259594152,-0.481916142429103,0.629865518327443,0.728009076177289,"APTX","54840","aprataxin"
"ENSG00000134551",0.548476995894168,-1.16300788916698,2.41432260042726,-0.481711884302936,0.630010632494644,0.728119761227164,"PRH2","5555","proline rich protein HaeIII subfamily 2"
"ENSG00000166682",0.82401670522344,1.85356224080734,3.84969988109979,0.481482270840761,0.630173777281426,0.728227407188625,"TMPRSS5","80975","transmembrane serine protease 5"
"ENSG00000151065",235.985433382502,-0.0572140957018903,0.118839054352213,-0.481441862809848,0.630202489832206,0.728227407188625,"DCP1B","196513","decapping mRNA 1B"
"ENSG00000184076",807.570938990658,0.034025750725366,0.070740611469804,0.480993166702977,0.630521355314782,0.72853881089469,"UQCR10","29796","ubiquinol-cytochrome c reductase, complex III subunit X"
"ENSG00000164346",782.975863741167,-0.0333614775678912,0.0694126356341641,-0.480625425948688,0.630782741270135,0.728783756045385,"NSA2","10412","NSA2, ribosome biogenesis homolog"
"ENSG00000214226",31.1701821767565,0.150591626416729,0.313400633148021,0.480508366891535,0.63086595521542,0.728822825405082,"C17orf67","339210","chromosome 17 open reading frame 67"
"ENSG00000188818",12.3508545780111,0.242543702361077,0.504939009281959,0.480342571880083,0.630983822170043,0.728901919221486,"ZDHHC11","79844","zinc finger DHHC-type containing 11"
"ENSG00000145491",2.06932208489744,0.620755778865444,1.29445973852341,0.47954815464059,0.631548719312051,0.729497361992484,"ROPN1L","83853","rhophilin associated tail protein 1 like"
"ENSG00000118520",0.615430879510933,1.16040642335942,2.42275478495497,0.478961564977771,0.631965971814572,0.7297103482781,"ARG1","383","arginase 1"
"ENSG00000165215",0.615430879510933,1.16040642335942,2.42275478495497,0.478961564977771,0.631965971814572,0.7297103482781,"CLDN3","1365","claudin 3"
"ENSG00000264187",0.615430879510933,1.16040642335942,2.42275478495497,0.478961564977771,0.631965971814572,0.7297103482781,NA,NA,NA
"ENSG00000129988",0.615430879510933,1.16040642335942,2.42275478495497,0.478961564977771,0.631965971814572,0.7297103482781,"LBP","3929","lipopolysaccharide binding protein"
"ENSG00000149575",7.92465424843323,-0.297022732875127,0.620165233549317,-0.478941283398317,0.631980400589506,0.7297103482781,"SCN2B","6327","sodium voltage-gated channel beta subunit 2"
"ENSG00000167536",16.0455282083031,-0.210377424337338,0.439413602009842,-0.478768575608694,0.632103274500254,0.729795110100692,"DHRS13","147015","dehydrogenase/reductase 13"
"ENSG00000158526",524.083689285166,0.0404080502249986,0.0844529668588536,0.478468095650597,0.632317076840699,0.729963417167804,"TSR2","90121","TSR2, ribosome maturation factor"
"ENSG00000204852",220.863808668555,0.0582752643318813,0.12180657101734,0.47842463542944,0.63234800290238,0.729963417167804,"TCTN1","79600","tectonic family member 1"
"ENSG00000213920",1.49937484355214,0.755704205717375,1.58016776783332,0.478243020203845,0.632477246286439,0.730055491449704,"MDP1","145553","magnesium dependent phosphatase 1"
"ENSG00000173681",118.946099375507,0.0814870642511645,0.170430942768378,0.478123648954453,0.632562200918689,0.730096433728728,"BCLAF3","256643","BCLAF1 and THRAP3 family member 3"
"ENSG00000123329",3.79237159729877,-0.43514068809626,0.910604721832159,-0.47785902891075,0.632750544110088,0.730229134858971,"ARHGAP9","64333","Rho GTPase activating protein 9"
"ENSG00000186010",11.6945235337739,0.247574053679347,0.51812916792854,0.47782303912582,0.632776161662732,0.730229134858971,"NDUFA13","51079","NADH:ubiquinone oxidoreductase subunit A13"
"ENSG00000187624",20.9062090155739,-0.186251430802195,0.390200768682604,-0.47732204995653,0.633132811821646,0.730583568404237,"C17orf97","400566","chromosome 17 open reading frame 97"
"ENSG00000102466",17.0640739626094,-0.210575155849733,0.441229913502986,-0.477245874328753,0.633187048110638,0.730589012889994,"FGF14","2259","fibroblast growth factor 14"
"ENSG00000163219",7.41019268039148,0.311661379079401,0.653187102673396,0.477139517611138,0.633262776333589,0.730609538290993,"ARHGAP25","9938","Rho GTPase activating protein 25"
"ENSG00000164175",0.526103300479527,-1.16439250555379,2.44172363774887,-0.476873175797773,0.633452434175029,0.730609538290993,"SLC45A2","51151","solute carrier family 45 member 2"
"ENSG00000263020",0.526103300479527,-1.16439250555379,2.44172363774887,-0.476873175797773,0.633452434175029,0.730609538290993,NA,NA,NA
"ENSG00000104112",0.526103300479527,-1.16439250555379,2.44172363774887,-0.476873175797773,0.633452434175029,0.730609538290993,"SCG3","29106","secretogranin III"
"ENSG00000132026",0.526103300479527,-1.16439250555379,2.44172363774887,-0.476873175797773,0.633452434175029,0.730609538290993,"RTBDN","83546","retbindin"
"ENSG00000066923",24.5474526590016,0.171712873882801,0.360229330769236,0.476676548009358,0.633592465206905,0.730713924150917,"STAG3","10734","stromal antigen 3"
"ENSG00000173825",1.78981076373601,0.648756613353277,1.36239147791055,0.4761895709655,0.633939328728735,0.731000744699614,"TIGD3","220359","tigger transposable element derived 3"
"ENSG00000188026",217.863901044124,0.0590616779457066,0.124030098292094,0.476188270097269,0.63394025541762,0.731000744699614,"RILPL1","353116","Rab interacting lysosomal protein like 1"
"ENSG00000139410",52.9801698993069,0.116653436954668,0.245169312329033,0.475807660618272,0.634211411734904,0.731256265140416,"SDSL","113675","serine dehydratase like"
"ENSG00000134744",497.488779964071,0.0423358058879403,0.0890856247392784,0.475226008818393,0.634625890810856,0.731676986248603,"ZCCHC11","23318","zinc finger CCHC-type containing 11"
"ENSG00000251201",1.99890955340497,0.602468376397599,1.26798710937627,0.475137619256995,0.634688886333067,0.731692438580877,"TMED7-TICAM2","100302736","TMED7-TICAM2 readthrough"
"ENSG00000101974",893.955600672434,0.0339097275526381,0.0715954406551277,0.473629706617491,0.635763987730847,0.732874589810213,"ATP11C","286410","ATPase phospholipid transporting 11C"
"ENSG00000204498",151.654450062114,0.0695498091389084,0.146966402410919,0.473236113819038,0.636044735360453,0.733140939492822,"NFKBIL1","4795","NFKB inhibitor like 1"
"ENSG00000160799",227.692533743768,-0.0566342895527356,0.119758903862737,-0.472902537732373,0.636282714336901,0.733357953857249,"CCDC12","151903","coiled-coil domain containing 12"
"ENSG00000112183",254.135811474577,0.0586027382407088,0.123963764687192,0.472740872210409,0.636398062837494,0.733433605616653,"RBM24","221662","RNA binding motif protein 24"
"ENSG00000172732",431.240034051827,0.0453684313429633,0.0960164130401942,0.47250704235297,0.636564916255254,0.733568599111928,"MUS81","80198","MUS81 structure-specific endonuclease subunit"
"ENSG00000154162",0.589765738847746,1.15884891529495,2.45409713345995,0.472209880976114,0.636776987596632,0.733688649472582,"CDH12","1010","cadherin 12"
"ENSG00000181085",0.589765738847746,1.15884891529495,2.45409713345995,0.472209880976114,0.636776987596632,0.733688649472582,"MAPK15","225689","mitogen-activated protein kinase 15"
"ENSG00000152154",5.06995565923085,0.375209164584511,0.794678704970078,0.472152031050887,0.636818276070617,0.733688649472582,"TMEM178A","130733","transmembrane protein 178A"
"ENSG00000125775",8.71137039628963,-0.289037537185736,0.612871607381305,-0.471611890165289,0.637203838201768,0.73407553906683,"SDCBP2","27111","syndecan binding protein 2"
"ENSG00000183111",25.5456159076737,-0.163648093561362,0.347065277602751,-0.471519636570134,0.637269700275704,0.734076108867364,"ARHGEF37","389337","Rho guanine nucleotide exchange factor 37"
"ENSG00000124217",205.030430151274,0.0635522314404422,0.134795398717747,0.471471816137556,0.637303841567173,0.734076108867364,"MOCS3","27304","molybdenum cofactor synthesis 3"
"ENSG00000185015",18.8401849957243,-0.196204861883077,0.416247969257066,-0.471365331182926,0.637379869029032,0.734106369059668,"CA13","377677","carbonic anhydrase 13"
"ENSG00000103363",1751.40773510741,0.0246750523854447,0.0523804869703084,0.471073367443713,0.637588343047288,0.734246857381002,"ELOB","6923","elongin B"
"ENSG00000178821",2.56465587233207,-0.513052496854442,1.08917978341648,-0.471044821677762,0.637608727427551,0.734246857381002,"TMEM52","339456","transmembrane protein 52"
"ENSG00000188761",1.05512163754397,0.897717360933471,1.90604064678025,0.470985423343371,0.637651144342062,0.734246857381002,"BCL2L15","440603","BCL2 like 15"
"ENSG00000135390",1632.95417866973,-0.0264616735347738,0.0562476278563047,-0.470449591267656,0.638033840737113,0.73463019246413,"ATP5MC2","517","ATP synthase membrane subunit c locus 2"
"ENSG00000139133",41.8123760352653,0.127705632364648,0.271514255179201,0.470345957638066,0.638107868004312,0.734658094774531,"ALG10","84920","ALG10, alpha-1,2-glucosyltransferase"
"ENSG00000197915",0.953743650824864,0.878742221860253,1.86925524339967,0.470102852439808,0.638281536348799,0.734800701255476,"HRNR","388697","hornerin"
"ENSG00000115561",926.912150870061,0.0335332937704743,0.0714308062589297,0.469451424766499,0.638746998007907,0.735266938320933,"CHMP3","51652","charged multivesicular body protein 3"
"ENSG00000149823",706.769419749242,0.0347875306856947,0.0741111739870388,0.469396567537557,0.638786201396077,0.735266938320933,"VPS51","738","VPS51, GARP complex subunit"
"ENSG00000226479",505.926114897108,-0.0399300779994872,0.0851052355319352,-0.46918474227715,0.6389375905164,0.735383821708321,"TMEM185B","79134","transmembrane protein 185B"
"ENSG00000165555",5.08360765933996,0.390365495900611,0.832738264405343,0.468773338018003,0.639231659477613,0.735614874376578,"NOXRED1","122945","NADP dependent oxidoreductase domain containing 1"
"ENSG00000155761",1.45149799242207,0.709451615457101,1.51367105851018,0.468696029740684,0.639286925239102,0.735614874376578,"SPAG17","200162","sperm associated antigen 17"
